subset_id,active_module_count,active_modules,missing_modules,satisfied_obligations,failed_obligations,failure_classes,pass_declared_specification,certificate_role
M100110,3,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M100101,3,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O1_LINGUISTIC_ADDRESSABILITY;O6_OPERATIONAL_EMISSION_PATH,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M100011,3,TOKEN_OR_SYMBOL_SPACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O1_LINGUISTIC_ADDRESSABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M011100,3,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,TOKEN_OR_SYMBOL_SPACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M011010,3,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,O3_LEARNED_GENERALIZING_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M011001,3,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M010110,3,CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;DECODING_OR_EMISSION_INTERFACE,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M010101,3,CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M010011,3,CONTEXT_CONDITIONING_STATE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M001110,3,LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;DECODING_OR_EMISSION_INTERFACE,O3_LEARNED_GENERALIZING_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M001101,3,LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M001011,3,LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O3_LEARNED_GENERALIZING_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M000111,3,CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M111100,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES,O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M111010,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core",False,PROPER_SUBSET_FAIL
M111001,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;DECODING_OR_EMISSION_INTERFACE,CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY,O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M110110,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,LEARNED_PARAMETERIZED_TRANSFORM;DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M110101,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O1_LINGUISTIC_ADDRESSABILITY;O6_OPERATIONAL_EMISSION_PATH,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M110011,4,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O1_LINGUISTIC_ADDRESSABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M101110,4,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,CONTEXT_CONDITIONING_STATE;DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core",False,PROPER_SUBSET_FAIL
M101101,4,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,CONTEXT_CONDITIONING_STATE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O1_LINGUISTIC_ADDRESSABILITY;O6_OPERATIONAL_EMISSION_PATH,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M101011,4,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O1_LINGUISTIC_ADDRESSABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core",False,PROPER_SUBSET_FAIL
M100111,4,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES,"context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M011110,4,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,TOKEN_OR_SYMBOL_SPACE;DECODING_OR_EMISSION_INTERFACE,O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M011101,4,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M011011,4,CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O3_LEARNED_GENERALIZING_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M010111,4,CONTEXT_CONDITIONING_STATE;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;LEARNED_PARAMETERIZED_TRANSFORM,,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool;rule base, retrieval index, small table, or unfitted transform",False,PROPER_SUBSET_FAIL
M001111,4,LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE,O3_LEARNED_GENERALIZING_TRANSFORM,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT;O6_OPERATIONAL_EMISSION_PATH,"classifier, retriever, ranker, or contrastive embedding model;context-free historical language model or lookup process;encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core;non-linguistic vector processor or non-token text-adjacent tool",False,PROPER_SUBSET_FAIL
M111110,5,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,DECODING_OR_EMISSION_INTERFACE,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O6_OPERATIONAL_EMISSION_PATH,"isolated checkpoint tensor, latent scorer, or non-operational model core",False,SINGLE_REMOVAL_FAIL
M111101,5,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE;DECODING_OR_EMISSION_INTERFACE,SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,"classifier, retriever, ranker, or contrastive embedding model;rule base, retrieval index, small table, or unfitted transform",False,SINGLE_REMOVAL_FAIL
M111011,5,TOKEN_OR_SYMBOL_SPACE;CONTEXT_CONDITIONING_STATE;LEARNED_PARAMETERIZED_TRANSFORM;SEQUENCE_MODELING_OBJECTIVE_OR_EQUIVALENT_FITTING_CRITERION;DECODING_OR_EMISSION_INTERFACE,CONDITIONAL_LINGUISTIC_OUTPUT_SURFACE,O1_LINGUISTIC_ADDRESSABILITY;O2_CONTEXT_CONDITIONABILITY;O3_LEARNED_GENERALIZING_TRANSFORM;O5_SEQUENCE_LEVEL_LANGUAGE_FIT,O4_CONDITIONAL_LINGUISTIC_ALTERNATIVES;O6_OPERATIONAL_EMISSION_PATH,"encoder-only representation, embedding engine, or latent feature extractor without conditional linguistic output alternatives;isolated checkpoint tensor, latent scorer, or non-operational model core",False,SINGLE_REMOVAL_FAIL
